Format Version,1.21,Take Name,circular_inextensible_tsample_0pt5s_dutycycle35_000,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-09 11.51.49.565 AM,Total Frames in Take,21975,Total Exported Frames,21975,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2599,Unlabeled:2599,Unlabeled:2599,Unlabeled:2604,Unlabeled:2604,Unlabeled:2604,Unlabeled:2626,Unlabeled:2626,Unlabeled:2626,Unlabeled:2637,Unlabeled:2637,Unlabeled:2637,Unlabeled:2638,Unlabeled:2638,Unlabeled:2638,Unlabeled:2641,Unlabeled:2641,Unlabeled:2641,Unlabeled:2627,Unlabeled:2627,Unlabeled:2627,Unlabeled:2644,Unlabeled:2644,Unlabeled:2644
,,"8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A27","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A2C","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A42","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4D","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A4E","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A51","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A43","8392B20CF49E3570A54","8392B20CF49E3570A54","8392B20CF49E3570A54"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
98,0.816667,0.165930,0.075609,0.100279,0.176320,0.068683,0.264533,0.170284,0.075683,0.167132,0.169492,0.074699,0.151706,0.173715,0.072692,0.216004,0.168824,0.077463,0.051966,,,,,,
99,0.825000,0.165930,0.075610,0.100282,0.176322,0.068686,0.264529,0.170283,0.075698,0.167127,0.169497,0.074700,0.151706,0.173716,0.072689,0.216004,0.168822,0.077459,0.051961,,,,,,
100,0.833333,0.165929,0.075608,0.100277,0.176323,0.068690,0.264533,0.170287,0.075693,0.167131,0.169494,0.074704,0.151707,0.173713,0.072689,0.216007,0.168825,0.077480,0.051975,,,,,,
101,0.841667,0.165929,0.075611,0.100277,0.176324,0.068683,0.264532,0.170284,0.075701,0.167129,0.169496,0.074704,0.151706,0.173712,0.072690,0.216007,0.168823,0.077479,0.051975,,,,,,
102,0.850000,0.165932,0.075611,0.100279,0.176327,0.068688,0.264530,0.170290,0.075685,0.167127,0.169497,0.074700,0.151710,0.173713,0.072693,0.216007,0.168824,0.077471,0.051975,,,,,,
103,0.858333,0.165931,0.075610,0.100279,0.176324,0.068686,0.264532,0.170285,0.075690,0.167129,0.169500,0.074704,0.151708,0.173716,0.072688,0.216007,0.168829,0.077463,0.051968,,,,,,
104,0.866667,0.165931,0.075610,0.100274,0.176325,0.068687,0.264534,0.170286,0.075693,0.167124,0.169502,0.074701,0.151706,0.173715,0.072695,0.216008,0.168828,0.077469,0.051968,,,,,,
105,0.875000,0.165929,0.075609,0.100275,0.176324,0.068687,0.264534,0.170288,0.075685,0.167129,0.169499,0.074699,0.151703,0.173714,0.072691,0.216009,0.168829,0.077464,0.051964,,,,,,
106,0.883333,0.165930,0.075609,0.100275,0.176328,0.068687,0.264533,0.170286,0.075686,0.167130,0.169495,0.074706,0.151707,0.173716,0.072696,0.216009,0.168828,0.077469,0.051969,,,,,,
107,0.891667,0.165929,0.075612,0.100282,0.176322,0.068689,0.264534,0.170282,0.075690,0.167132,0.169494,0.074699,0.151709,0.173717,0.072690,0.216006,0.168824,0.077475,0.051979,,,,,,
108,0.900000,0.165928,0.075609,0.100279,0.176322,0.068686,0.264532,0.170286,0.075685,0.167130,0.169494,0.074700,0.151707,0.173713,0.072693,0.216008,0.168822,0.077474,0.051971,,,,,,
109,0.908333,0.165928,0.075610,0.100280,0.176324,0.068688,0.264533,0.170283,0.075689,0.167128,0.169496,0.074702,0.151705,0.173712,0.072694,0.216003,0.168827,0.077473,0.051975,,,,,,
110,0.916667,0.165928,0.075603,0.100273,0.176323,0.068685,0.264534,0.170227,0.075727,0.167138,0.169495,0.074698,0.151704,0.173712,0.072689,0.216008,0.168820,0.077469,0.051971,,,,,,
111,0.925000,0.165929,0.075604,0.100280,0.176322,0.068689,0.264533,0.170288,0.075690,0.167129,0.169497,0.074701,0.151702,0.173715,0.072695,0.216008,0.168828,0.077472,0.051975,,,,,,
112,0.933333,0.165928,0.075605,0.100275,0.176323,0.068686,0.264529,0.170287,0.075688,0.167129,0.169492,0.074700,0.151704,0.173715,0.072688,0.216008,0.168821,0.077467,0.051966,,,,,,
113,0.941667,0.165928,0.075606,0.100274,0.176324,0.068692,0.264531,0.170286,0.075688,0.167132,0.169497,0.074698,0.151704,0.173716,0.072689,0.216006,0.168824,0.077472,0.051969,,,,,,
114,0.950000,0.165929,0.075609,0.100278,0.176324,0.068688,0.264533,0.170281,0.075694,0.167133,0.169496,0.074702,0.151705,0.173713,0.072690,0.216005,0.168822,0.077468,0.051973,,,,,,
115,0.958333,0.165930,0.075608,0.100276,0.176325,0.068688,0.264529,0.170286,0.075689,0.167126,0.169498,0.074702,0.151704,0.173718,0.072690,0.216007,0.168820,0.077466,0.051969,,,,,,
116,0.966667,0.165932,0.075613,0.100281,0.176321,0.068686,0.264532,0.170279,0.075687,0.167129,0.169498,0.074703,0.151707,0.173711,0.072690,0.216009,0.168826,0.077475,0.051977,,,,,,
117,0.975000,0.165931,0.075606,0.100277,0.176328,0.068686,0.264535,0.170288,0.075680,0.167131,0.169496,0.074700,0.151705,0.173715,0.072688,0.216007,0.168826,0.077464,0.051967,,,,,,
118,0.983333,0.165931,0.075611,0.100278,0.176325,0.068687,0.264533,0.170285,0.075678,0.167128,0.169496,0.074697,0.151704,0.173711,0.072692,0.216004,0.168823,0.077468,0.051966,,,,,,
119,0.991667,0.165929,0.075607,0.100276,0.176324,0.068686,0.264534,0.170290,0.075685,0.167131,0.169498,0.074700,0.151702,0.173716,0.072689,0.216006,0.168826,0.077473,0.051969,,,,,,
120,1.000000,0.165931,0.075609,0.100276,0.176323,0.068689,0.264533,0.170285,0.075693,0.167127,0.169494,0.074702,0.151702,0.173719,0.072690,0.216010,0.168826,0.077464,0.051967,,,,,,
121,1.008333,0.165933,0.075611,0.100277,0.176323,0.068687,0.264529,0.170287,0.075697,0.167131,0.169495,0.074700,0.151705,0.173715,0.072687,0.216005,0.168827,0.077462,0.051960,,,,,,
122,1.016667,0.165932,0.075614,0.100276,0.176328,0.068687,0.264533,0.170288,0.075691,0.167130,0.169497,0.074701,0.151702,0.173717,0.072692,0.216005,0.168823,0.077470,0.051964,,,,,,
123,1.025000,0.165931,0.075610,0.100280,0.176323,0.068685,0.264534,0.170289,0.075690,0.167130,0.169500,0.074699,0.151704,0.173718,0.072692,0.216009,0.168824,0.077466,0.051969,,,,,,
124,1.033333,0.165935,0.075614,0.100278,0.176327,0.068687,0.264528,0.170282,0.075698,0.167134,0.169498,0.074702,0.151705,0.173715,0.072691,0.216009,0.168827,0.077471,0.051969,,,,,,
125,1.041667,0.165929,0.075611,0.100279,0.176320,0.068686,0.264532,0.170285,0.075685,0.167121,0.169493,0.074700,0.151707,0.173710,0.072687,0.216005,0.168824,0.077466,0.051972,,,,,,
126,1.050000,0.165929,0.075611,0.100274,0.176325,0.068687,0.264531,0.170287,0.075690,0.167131,0.169497,0.074699,0.151706,0.173717,0.072687,0.216009,0.168825,0.077465,0.051972,,,,,,
127,1.058333,0.165930,0.075610,0.100276,0.176324,0.068688,0.264530,0.170281,0.075698,0.167130,0.169498,0.074699,0.151705,0.173711,0.072696,0.216005,0.168820,0.077479,0.051976,,,,,,
128,1.066667,0.165928,0.075607,0.100274,0.176323,0.068683,0.264532,0.170283,0.075689,0.167129,0.169497,0.074702,0.151707,0.173714,0.072690,0.216007,0.168822,0.077471,0.051973,,,,,,
129,1.075000,0.165928,0.075606,0.100277,0.176326,0.068682,0.264537,0.170283,0.075687,0.167127,0.169502,0.074701,0.151704,0.173718,0.072691,0.216007,0.168828,0.077478,0.051973,,,,,,
130,1.083333,0.165926,0.075608,0.100275,0.176322,0.068684,0.264528,0.170283,0.075688,0.167130,0.169499,0.074699,0.151705,0.173715,0.072693,0.216006,0.168824,0.077463,0.051966,,,,,,
131,1.091667,0.165930,0.075604,0.100276,0.176322,0.068686,0.264532,0.170289,0.075683,0.167125,0.169499,0.074704,0.151703,0.173718,0.072692,0.216007,0.168824,0.077472,0.051967,,,,,,
132,1.100000,0.165928,0.075606,0.100274,0.176320,0.068687,0.264531,0.170284,0.075686,0.167132,0.169494,0.074698,0.151703,0.173714,0.072688,0.216009,0.168828,0.077462,0.051971,,,,,,
133,1.108333,0.165927,0.075609,0.100277,0.176322,0.068688,0.264533,0.170283,0.075684,0.167128,0.169498,0.074705,0.151704,0.173714,0.072691,0.216009,0.168821,0.077470,0.051964,,,,,,
134,1.116667,0.165927,0.075609,0.100276,0.176322,0.068686,0.264531,0.170286,0.075676,0.167134,0.169496,0.074700,0.151706,0.173711,0.072694,0.216009,0.168820,0.077468,0.051970,,,,,,
135,1.125000,0.165929,0.075606,0.100276,0.176321,0.068682,0.264534,0.170284,0.075690,0.167130,0.169495,0.074698,0.151707,0.173711,0.072688,0.216002,0.168819,0.077475,0.051969,,,,,,
136,1.133333,0.165927,0.075609,0.100278,0.176324,0.068683,0.264529,0.170283,0.075685,0.167132,0.169497,0.074698,0.151704,0.173716,0.072695,0.216008,0.168825,0.077469,0.051972,,,,,,
137,1.141667,0.165931,0.075613,0.100278,0.176321,0.068685,0.264534,0.170285,0.075689,0.167130,0.169494,0.074701,0.151705,0.173713,0.072686,0.216005,0.168822,0.077465,0.051969,,,,,,
138,1.150000,0.165935,0.075612,0.100277,0.176326,0.068686,0.264530,0.170290,0.075687,0.167126,0.169497,0.074708,0.151705,0.173714,0.072692,0.216007,0.168824,0.077470,0.051970,,,,,,
139,1.158333,0.165932,0.075611,0.100282,0.176323,0.068684,0.264534,0.170287,0.075690,0.167134,0.169496,0.074700,0.151705,0.173711,0.072689,0.216010,0.168827,0.077465,0.051967,,,,,,
140,1.166667,0.165931,0.075608,0.100276,0.176324,0.068687,0.264534,0.170289,0.075684,0.167126,0.169501,0.074702,0.151705,0.173713,0.072691,0.216008,0.168825,0.077458,0.051966,,,,,,
141,1.175000,0.165932,0.075609,0.100276,0.176326,0.068688,0.264532,0.170286,0.075697,0.167125,0.169496,0.074704,0.151708,0.173712,0.072695,0.216006,0.168826,0.077464,0.051969,,,,,,
142,1.183333,0.165931,0.075606,0.100278,0.176325,0.068683,0.264534,0.170289,0.075682,0.167127,0.169499,0.074703,0.151703,0.173715,0.072690,0.216007,0.168828,0.077469,0.051964,,,,,,
143,1.191667,0.165931,0.075612,0.100273,0.176325,0.068689,0.264531,0.170288,0.075690,0.167130,0.169491,0.074703,0.151700,0.173716,0.072694,0.216003,0.168824,0.077469,0.051974,,,,,,
144,1.200000,0.165931,0.075608,0.100277,0.176324,0.068686,0.264532,0.170280,0.075691,0.167131,0.169496,0.074701,0.151704,0.173715,0.072686,0.216008,0.168829,0.077467,0.051968,,,,,,
145,1.208333,0.165930,0.075610,0.100276,0.176325,0.068690,0.264526,0.170289,0.075687,0.167127,0.169495,0.074708,0.151704,0.173714,0.072692,0.216003,0.168825,0.077467,0.051966,,,,,,
146,1.216667,0.165931,0.075609,0.100277,0.176325,0.068690,0.264531,0.170286,0.075680,0.167131,0.169495,0.074698,0.151704,0.173713,0.072689,0.216005,0.168824,0.077462,0.051965,,,,,,
147,1.225000,0.165931,0.075605,0.100273,0.176323,0.068686,0.264532,0.170290,0.075680,0.167125,0.169497,0.074702,0.151702,0.173713,0.072692,0.216007,0.168824,0.077466,0.051968,,,,,,
148,1.233333,0.165934,0.075606,0.100280,0.176322,0.068687,0.264536,0.170285,0.075682,0.167128,0.169492,0.074702,0.151707,0.173710,0.072686,0.216004,0.168827,0.077468,0.051973,,,,,,
149,1.241667,0.165930,0.075602,0.100280,0.176323,0.068683,0.264535,0.170288,0.075689,0.167128,0.169498,0.074705,0.151711,0.173716,0.072687,0.216008,0.168823,0.077467,0.051973,,,,,,
150,1.250000,0.165929,0.075609,0.100282,0.176323,0.068683,0.264536,0.170283,0.075696,0.167131,0.169500,0.074699,0.151706,0.173712,0.072693,0.216009,0.168823,0.077473,0.051983,,,,,,
151,1.258333,0.165930,0.075611,0.100276,0.176323,0.068686,0.264536,0.170283,0.075691,0.167131,0.169498,0.074702,0.151703,0.173713,0.072689,0.216006,0.168824,0.077462,0.051969,,,,,,
152,1.266667,0.165929,0.075609,0.100277,0.176322,0.068686,0.264531,0.170290,0.075686,0.167128,0.169499,0.074703,0.151704,0.173713,0.072685,0.216008,0.168824,0.077470,0.051973,,,,,,
153,1.275000,0.165930,0.075606,0.100275,0.176325,0.068686,0.264531,0.170285,0.075687,0.167122,0.169493,0.074704,0.151704,0.173717,0.072689,0.216005,0.168826,0.077459,0.051966,,,,,,
154,1.283333,0.165929,0.075605,0.100275,0.176325,0.068687,0.264533,0.170289,0.075692,0.167124,0.169497,0.074702,0.151704,0.173716,0.072690,0.216002,0.168827,0.077471,0.051971,,,,,,
155,1.291667,0.165930,0.075608,0.100275,0.176324,0.068686,0.264529,0.170287,0.075690,0.167126,0.169499,0.074703,0.151704,0.173715,0.072688,0.216004,0.168826,0.077471,0.051974,,,,,,
156,1.300000,0.165930,0.075613,0.100274,0.176323,0.068686,0.264531,0.170288,0.075693,0.167128,0.169496,0.074702,0.151706,0.173712,0.072692,0.216005,0.168827,0.077469,0.051965,,,,,,
157,1.308333,0.165932,0.075609,0.100272,0.176334,0.068691,0.264672,0.170260,0.075735,0.167039,0.169500,0.074716,0.151649,0.173653,0.072770,0.216032,0.168830,0.077447,0.051952,,,,,,
158,1.316667,0.165913,0.075624,0.100112,0.176626,0.068865,0.265016,0.170237,0.075751,0.166934,0.169562,0.074719,0.151533,0.173514,0.072887,0.216239,0.168851,0.077363,0.051752,,,,,,
159,1.325000,0.166074,0.075604,0.100188,0.177149,0.069018,0.264903,0.170240,0.075730,0.166982,0.169622,0.074712,0.151583,0.173220,0.072783,0.216228,0.168825,0.077370,0.051838,,,,,,
160,1.333333,0.166208,0.075577,0.100229,0.177296,0.068983,0.264865,0.170202,0.075727,0.167007,0.169623,0.074711,0.151603,0.173176,0.072760,0.216228,0.168877,0.077370,0.051864,,,,,,
161,1.341667,0.166221,0.075546,0.100114,0.177343,0.068954,0.265411,0.170241,0.075692,0.166865,0.169685,0.074740,0.151417,0.173131,0.072948,0.216435,0.168966,0.077246,0.051658,,,,,,
162,1.350000,0.166318,0.075526,0.099993,0.178097,0.069274,0.265679,0.170288,0.075819,0.166655,0.169978,0.074735,0.151305,0.172611,0.073051,0.216665,0.168960,0.077102,0.051447,,,,,,
163,1.358333,0.166745,0.075501,0.100145,0.179263,0.069615,0.265355,0.170190,0.076163,0.166968,0.170155,0.074739,0.151422,0.171887,0.072975,0.216699,0.168961,0.077044,0.051576,,,,,,
164,1.366667,0.167089,0.075522,0.100289,0.180041,0.069778,0.265071,0.170091,0.076151,0.166965,0.170174,0.074748,0.151520,0.171516,0.072881,0.216695,0.169098,0.077060,0.051683,,,,,,
165,1.375000,0.167130,0.075786,0.099922,0.180471,0.069719,0.265556,0.170064,0.076373,0.166729,0.170156,0.074744,0.151383,0.171452,0.073016,0.216925,0.169269,0.077180,0.051592,,,,,,
166,1.383333,0.167291,0.075774,0.099834,0.181049,0.069770,0.265771,0.170070,0.076344,0.166704,0.170256,0.074740,0.151352,0.170848,0.073148,0.217217,0.169547,0.077093,0.051486,,,,,,
167,1.391667,0.167506,0.075812,0.100047,0.181671,0.069957,0.265348,0.169999,0.076340,0.166872,0.170362,0.074749,0.151544,0.170001,0.073081,0.217230,0.169700,0.077259,0.051802,,,,,,
168,1.400000,0.167776,0.075879,0.100174,0.182052,0.069994,0.265063,0.169504,0.076112,0.167047,0.170219,0.074744,0.151666,0.169610,0.072982,0.217221,0.169823,0.077199,0.051869,,,,,,
169,1.408333,0.167761,0.076094,0.099995,0.182417,0.069882,0.265512,0.169139,0.076140,0.166988,0.170062,0.074681,0.151530,0.169424,0.073122,0.217487,0.169974,0.077167,0.051716,,,,,,
170,1.416667,0.167801,0.075973,0.099974,0.183052,0.070005,0.265545,0.169127,0.076090,0.166896,0.170098,0.074671,0.151554,0.168713,0.073264,0.217797,0.170145,0.077140,0.051667,,,,,,
171,1.425000,0.167968,0.075983,0.100222,0.183604,0.070196,0.264947,0.168986,0.076084,0.167084,0.170118,0.074684,0.151771,0.167885,0.073187,0.217754,0.170180,0.077168,0.051961,,,,,,
172,1.433333,0.168357,0.075835,0.100379,0.184011,0.070135,0.264574,0.168782,0.076217,0.167121,0.169898,0.074700,0.151885,0.167383,0.073097,0.217756,0.170218,0.077194,0.052073,,,,,,
173,1.441667,0.168468,0.075852,0.100256,0.184500,0.069953,0.264954,0.168121,0.076117,0.167006,0.169591,0.074666,0.151738,0.167240,0.073257,0.218039,0.170401,0.077172,0.051923,,,,,,
174,1.450000,0.168430,0.075802,0.100232,0.185232,0.070067,0.264796,0.167941,0.076070,0.166998,0.169525,0.074610,0.151755,0.166607,0.073444,0.218276,0.170639,0.077158,0.051876,,,,,,
175,1.458333,0.168535,0.075829,0.100474,0.185949,0.070237,0.264057,0.167868,0.075901,0.167090,0.169453,0.074604,0.151962,0.165985,0.073429,0.218241,0.170723,0.077214,0.052176,,,,,,
176,1.466667,0.168668,0.075863,0.100601,0.186519,0.070220,0.263603,0.167495,0.075926,0.167167,0.169221,0.074604,0.152060,0.165693,0.073355,0.218234,0.170779,0.077233,0.052277,,,,,,
177,1.475000,0.168704,0.075850,0.100500,0.187194,0.070128,0.263808,0.167231,0.076196,0.167054,0.168983,0.074581,0.151938,0.165611,0.073457,0.218490,0.170901,0.077239,0.052190,,,,,,
178,1.483333,0.168667,0.075819,0.100527,0.187910,0.070199,0.263584,0.166911,0.075992,0.167173,0.168924,0.074523,0.152023,0.165056,0.073554,0.218801,0.171014,0.077212,0.052203,,,,,,
179,1.491667,0.168746,0.075814,0.100838,0.188437,0.070185,0.262870,0.166762,0.075973,0.167370,0.168880,0.074518,0.152263,0.164467,0.073486,0.218771,0.171021,0.077255,0.052535,,,,,,
180,1.500000,0.168875,0.075828,0.100982,0.188816,0.070374,0.262490,0.166475,0.076230,0.167439,0.168652,0.074524,0.152383,0.164245,0.073393,0.218791,0.171083,0.077274,0.052668,,,,,,
181,1.508333,0.168748,0.076010,0.100838,0.189459,0.070270,0.262693,0.165970,0.076061,0.167360,0.168358,0.074556,0.152297,0.164133,0.073499,0.219084,0.171253,0.077288,0.052598,,,,,,
182,1.516667,0.168711,0.075922,0.100886,0.190169,0.070357,0.262365,0.166034,0.076145,0.167383,0.168299,0.074501,0.152388,0.163660,0.073614,0.219403,0.171440,0.077289,0.052641,,,,,,
183,1.525000,0.168805,0.075912,0.101172,0.190708,0.070431,0.261644,0.165911,0.076091,0.167578,0.168260,0.074485,0.152629,0.163235,0.073538,0.219350,0.171492,0.077348,0.052975,,,,,,
184,1.533333,0.168949,0.075968,0.101305,0.191144,0.070405,0.261253,0.165526,0.076168,0.167693,0.168055,0.074492,0.152750,0.163105,0.073432,0.219383,0.171577,0.077357,0.053077,,,,,,
185,1.541667,0.169011,0.075903,0.101218,0.191784,0.070365,0.261330,0.165215,0.076215,0.167563,0.167842,0.074486,0.152633,0.163041,0.073536,0.219663,0.171778,0.077382,0.053020,,,,,,
186,1.550000,0.168788,0.076126,0.101284,0.192409,0.070472,0.260938,0.165029,0.075814,0.167620,0.167781,0.074445,0.152724,0.162603,0.073694,0.219956,0.171968,0.077383,0.053072,,,,,,
187,1.558333,0.168779,0.076194,0.101609,0.192937,0.070482,0.260198,,,,0.167725,0.074436,0.152955,0.162195,0.073676,0.219942,0.171998,0.077392,0.053366,,,,,,
188,1.566667,0.168887,0.076207,0.101728,0.193381,0.070483,0.259730,0.164421,0.076000,0.167959,0.167490,0.074438,0.153054,0.162113,0.073596,0.219965,0.172087,0.077370,0.053443,,,,,,
189,1.575000,0.168954,0.076120,0.101656,0.194052,0.070462,0.259697,0.164327,0.076159,0.167767,0.167210,0.074493,0.152954,0.162060,0.073689,0.220225,0.172264,0.077377,0.053383,,,,,,
190,1.583333,0.168879,0.076068,0.101713,0.194633,0.070592,0.259234,0.164160,0.076115,0.167873,0.167135,0.074453,0.153050,0.161664,0.073820,0.220509,0.172436,0.077368,0.053439,,,,,,
191,1.591667,0.168920,0.076141,0.101994,0.195106,0.070625,0.258519,0.163975,0.076163,0.168046,0.167055,0.074446,0.153275,0.161352,0.073800,0.220501,0.172436,0.077389,0.053749,,,,,,
192,1.600000,0.168960,0.076209,0.102115,0.195591,0.070582,0.258062,0.163690,0.076195,0.168141,0.166841,0.074447,0.153379,0.161360,0.073774,0.220539,0.172507,0.077354,0.053843,,,,,,
193,1.608333,0.168942,0.076148,0.102033,0.196286,0.070554,0.257961,0.163351,0.076200,0.168042,0.166669,0.074434,0.153270,0.161370,0.073858,0.220793,0.172663,0.077353,0.053796,,,,,,
194,1.616667,0.168895,0.076096,0.102102,0.196817,0.070615,0.257469,0.163328,0.076122,0.168097,0.166616,0.074381,0.153364,0.161005,0.073954,0.221084,0.172780,0.077324,0.053850,,,,,,
195,1.625000,0.168994,0.076122,0.102378,0.197240,0.070608,0.256755,0.163198,0.076071,0.168273,0.166553,0.074365,0.153580,0.160711,0.073943,0.221093,0.172731,0.077339,0.054140,,,,,,
196,1.633333,0.169071,0.076143,0.102516,0.197620,0.070598,0.256367,0.162870,0.075801,0.168412,0.166317,0.074381,0.153694,0.160740,0.073903,0.221133,0.172830,0.077321,0.054256,,,,,,
197,1.641667,0.169086,0.076084,0.102469,0.198133,0.070584,0.256378,0.162497,0.075823,0.168264,0.166054,0.074425,0.153644,0.160690,0.073976,0.221404,0.173030,0.077323,0.054231,,,,,,
198,1.650000,0.169008,0.076069,0.102550,0.198456,0.070724,0.255887,0.162302,0.075793,0.168370,0.165976,0.074384,0.153771,0.160273,0.074040,0.221708,0.173199,0.077304,0.054312,,,,,,
199,1.658333,0.169093,0.076135,0.102854,0.198654,0.070845,0.255279,0.162179,0.075807,0.168584,0.165890,0.074367,0.154003,0.159914,0.074004,0.221716,0.173216,0.077325,0.054637,,,,,,
200,1.666667,0.169262,0.076083,0.102970,0.198891,0.070854,0.254981,0.161898,0.076104,0.168673,0.165642,0.074378,0.154132,0.159879,0.073958,0.221804,0.173344,0.077305,0.054782,,,,,,
201,1.675000,0.169280,0.076006,0.102967,0.199363,0.070779,0.254981,0.161501,0.076213,0.168600,0.165416,0.074393,0.154092,0.159823,0.073978,0.222093,0.173563,0.077325,0.054825,,,,,,
202,1.683333,0.169222,0.075979,0.103089,0.199743,0.070905,0.254425,0.161269,0.076198,0.168725,0.165327,0.074374,0.154249,0.159485,0.073999,0.222381,0.173754,0.077316,0.054964,,,,,,
203,1.691667,0.169236,0.076072,0.103446,0.200121,0.071085,0.253557,0.161055,0.076156,0.168963,0.165222,0.074355,0.154492,0.159198,0.073966,0.222422,0.173780,0.077311,0.055308,,,,,,
204,1.700000,0.169332,0.076077,0.103646,0.200543,0.071066,0.253035,0.160825,0.076130,0.169088,0.164935,0.074407,0.154662,0.159179,0.073969,0.222510,0.173931,0.077305,0.055478,,,,,,
205,1.708333,0.169373,0.076021,0.103682,0.201136,0.071029,0.252824,,,,0.164650,0.074436,0.154650,0.159183,0.073985,0.222778,0.174184,0.077347,0.055555,,,,,,
206,1.716667,0.169330,0.076025,0.103813,0.201568,0.071188,0.252129,0.160080,0.075824,0.169151,0.164502,0.074436,0.154817,0.158950,0.074025,0.223049,0.174388,0.077363,0.055706,,,,,,
207,1.725000,0.169385,0.076059,0.104134,0.201987,0.071368,0.251157,0.159854,0.075794,0.169332,0.164341,0.074407,0.155066,0.158710,0.074011,0.223079,0.174439,0.077380,0.056060,,,,,,
208,1.733333,0.169484,0.076019,0.104315,0.202451,0.071374,0.250493,0.159534,0.076182,0.169495,0.164072,0.074360,0.155212,0.158712,0.074062,0.223171,0.174590,0.077388,0.056230,,,,,,
209,1.741667,0.169437,0.076007,0.104348,0.203072,0.071379,0.250063,0.159214,0.076153,0.169453,0.163761,0.074404,0.155256,0.158715,0.074104,0.223453,0.174834,0.077394,0.056335,,,,,,
210,1.750000,0.169338,0.076004,0.104507,0.203550,0.071448,0.249222,0.158905,0.076120,0.169620,0.163588,0.074387,0.155446,0.158566,0.074100,0.223743,0.175034,0.077382,0.056511,,,,,,
211,1.758333,0.169364,0.076030,0.104860,0.203983,0.071606,0.248203,0.158593,0.076110,0.169903,0.163397,0.074344,0.155731,0.158393,0.074076,0.223834,0.175120,0.077414,0.056911,,,,,,
212,1.766667,0.169359,0.076055,0.105091,0.204401,0.071652,0.247544,0.158370,0.076057,0.170094,0.163104,0.074321,0.155941,0.158413,0.074071,0.223979,0.175309,0.077398,0.057125,,,,,,
213,1.775000,0.169379,0.076011,0.105175,0.205013,0.071637,0.247123,0.157987,0.075778,0.170114,0.162859,0.074334,0.155994,0.158455,0.074057,0.224272,0.175491,0.077416,0.057262,,,,,,
214,1.783333,0.169350,0.075968,0.105384,0.205437,0.071716,0.246313,0.157795,0.075731,0.170303,0.162756,0.074323,0.156201,0.158411,0.074045,0.224585,0.175615,0.077425,0.057474,,,,,,
215,1.791667,0.169365,0.075962,0.105760,0.205808,0.071820,0.245349,0.157695,0.075659,0.170570,0.162657,0.074261,0.156500,0.158306,0.074023,0.224709,0.175624,0.077421,0.057858,,,,,,
216,1.800000,0.169386,0.075910,0.106024,0.206220,0.071885,0.244582,0.157395,0.075619,0.170730,0.162431,0.074233,0.156714,0.158369,0.074015,0.224841,0.175708,0.077363,0.058114,,,,,,
217,1.808333,0.169362,0.076003,0.106102,0.206831,0.071904,0.243983,0.157097,0.076012,0.170788,0.162232,0.074267,0.156861,0.158466,0.074039,0.225123,0.175808,0.077357,0.058038,,,,,,
218,1.816667,0.169374,0.075808,0.106217,0.207235,0.071935,0.243051,0.156858,0.075960,0.171002,0.162070,0.074221,0.157017,0.158468,0.074018,0.225419,0.175938,0.077287,0.058209,,,,,,
219,1.825000,0.169295,0.075763,0.106511,0.207617,0.071979,0.241965,0.156691,0.075956,0.171207,0.161940,0.074171,0.157261,0.158421,0.073971,0.225495,0.175922,0.077320,0.058603,,,,,,
220,1.833333,0.169480,0.075382,0.106875,0.208007,0.072005,0.241200,0.156458,0.075974,0.171385,0.161691,0.074196,0.157451,0.158559,0.074017,0.225534,0.175981,0.077253,0.058844,,,,,,
221,1.841667,0.169465,0.075578,0.106892,0.208540,0.072021,0.240706,0.156122,0.076036,0.171503,0.161519,0.074233,0.157700,0.158660,0.074029,0.225869,0.176083,0.077262,0.058462,,,,,,
222,1.850000,0.169420,0.075481,0.106994,0.208755,0.072091,0.239950,,,,0.161277,0.074254,0.157812,0.158740,0.073968,0.226126,0.176161,0.077158,0.058681,,,,,,
223,1.858333,0.169389,0.075484,0.107270,0.208966,0.072212,0.239172,0.155892,0.075359,0.171997,0.161233,0.074197,0.158044,0.158695,0.073878,0.226206,0.175997,0.077133,0.059026,,,,,,
