Frame,Time,Marker 1 X,Marker 1 Y,Marker 1 Z,Marker 2 X,Marker 2 Y,Marker 2 Z,Marker 3 X,Marker 3 Y,Marker 3 Z,Marker 4 X,Marker 4 Y,Marker 4 Z,Marker 5 X,Marker 5 Y,Marker 5 Z,Marker 6 X,Marker 6 Y,Marker 6 Z
111,0.925000,0.209511,0.077257,0.050652,0.215977,0.076368,0.098873,0.227273,0.073763,0.149566,0.229629,0.074278,0.165094,0.235144,0.068255,0.213238,0.237133,0.063083,0.261503
112,0.933333,0.209511,0.077256,0.050648,0.215977,0.076374,0.098871,0.227274,0.073763,0.149571,0.229628,0.074284,0.165096,0.235144,0.068257,0.213242,0.237136,0.063084,0.261499
113,0.941667,0.209507,0.077256,0.050650,0.215977,0.076374,0.098870,0.227279,0.073763,0.149570,0.229627,0.074283,0.165101,0.235146,0.068257,0.213239,0.237137,0.063086,0.261504
114,0.950000,0.209510,0.077255,0.050648,0.215974,0.076369,0.098867,0.227273,0.073763,0.149571,0.229623,0.074284,0.165100,0.235145,0.068257,0.213240,0.237136,0.063081,0.261501
115,0.958333,0.209512,0.077257,0.050648,0.215975,0.076372,0.098872,0.227276,0.073763,0.149568,0.229628,0.074283,0.165094,0.235148,0.068258,0.213240,0.237135,0.063087,0.261504
116,0.966667,0.209509,0.077253,0.050644,0.215975,0.076378,0.098869,0.227272,0.073766,0.149571,0.229624,0.074282,0.165093,0.235146,0.068258,0.213241,0.237135,0.063083,0.261504
117,0.975000,0.209510,0.077249,0.050645,0.215976,0.076370,0.098870,0.227278,0.073767,0.149569,0.229626,0.074283,0.165100,0.235147,0.068254,0.213240,0.237135,0.063082,0.261500
118,0.983333,0.209512,0.077255,0.050647,0.215974,0.076369,0.098872,0.227270,0.073764,0.149566,0.229625,0.074279,0.165092,0.235142,0.068258,0.213241,0.237135,0.063083,0.261501
119,0.991667,0.209510,0.077251,0.050643,0.215972,0.076369,0.098866,0.227271,0.073760,0.149569,0.229628,0.074285,0.165096,0.235143,0.068252,0.213240,0.237134,0.063082,0.261500
120,1.000000,0.209508,0.077250,0.050647,0.215976,0.076369,0.098863,0.227271,0.073761,0.149568,0.229631,0.074279,0.165090,0.235143,0.068257,0.213241,0.237137,0.063086,0.261499
121,1.008333,0.209511,0.077255,0.050649,0.215972,0.076372,0.098864,0.227272,0.073763,0.149567,0.229626,0.074281,0.165094,0.235143,0.068254,0.213240,0.237136,0.063082,0.261499
122,1.016667,0.209510,0.077253,0.050646,0.215978,0.076368,0.098867,0.227272,0.073765,0.149570,0.229626,0.074282,0.165096,0.235145,0.068257,0.213237,0.237134,0.063081,0.261502
123,1.025000,0.209507,0.077253,0.050645,0.215974,0.076370,0.098870,0.227272,0.073763,0.149571,0.229627,0.074286,0.165091,0.235138,0.068256,0.213240,0.237134,0.063084,0.261501
124,1.033333,0.209510,0.077256,0.050650,0.215975,0.076369,0.098867,0.227274,0.073760,0.149570,0.229628,0.074283,0.165095,0.235145,0.068256,0.213239,0.237135,0.063086,0.261502
125,1.041667,0.209507,0.077252,0.050648,0.215975,0.076372,0.098870,0.227274,0.073766,0.149571,0.229625,0.074285,0.165095,0.235143,0.068254,0.213242,0.237135,0.063086,0.261503
126,1.050000,0.209508,0.077253,0.050647,0.215972,0.076372,0.098869,0.227271,0.073761,0.149572,0.229625,0.074281,0.165096,0.235143,0.068256,0.213240,0.237136,0.063085,0.261501
127,1.058333,0.209510,0.077254,0.050647,0.215975,0.076371,0.098870,0.227272,0.073766,0.149556,0.229622,0.074303,0.165069,0.235123,0.068281,0.213246,0.237136,0.063085,0.261539
128,1.066667,0.209501,0.077256,0.050567,0.215967,0.076376,0.098781,0.227335,0.073789,0.149462,0.229626,0.074348,0.164979,0.235033,0.068506,0.213449,0.237328,0.063101,0.261924
129,1.075000,0.209516,0.077254,0.050685,0.216069,0.076368,0.098887,0.227397,0.073745,0.149571,0.229636,0.074310,0.165082,0.234745,0.068452,0.213513,0.237516,0.063112,0.261967
130,1.083333,0.209542,0.077250,0.050689,0.216107,0.076370,0.098887,0.227392,0.073738,0.149572,0.229595,0.074293,0.165101,0.234655,0.068378,0.213493,0.237439,0.063081,0.261892
131,1.091667,0.209536,0.077256,0.050635,0.216062,0.076376,0.098831,0.227380,0.073784,0.149450,0.229586,0.074375,0.164926,0.234662,0.068482,0.213559,0.237345,0.063045,0.262189
132,1.100000,0.209491,0.077259,0.050525,0.216036,0.076353,0.098726,0.227543,0.073764,0.149363,0.229624,0.074370,0.164866,0.234302,0.068733,0.213852,0.237809,0.063133,0.262616
133,1.108333,0.209509,0.077235,0.050667,0.216278,0.076368,0.098848,0.227647,0.073716,0.149481,0.229570,0.074336,0.164990,0.233635,0.068795,0.213977,0.238280,0.063315,0.262534
