Format Version,1.21,Take Name,circular_inextensible_tsample_0.5s,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-04 04.52.15.234 PM,Total Frames in Take,22369,Total Exported Frames,22369,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2377,Unlabeled:2377,Unlabeled:2377,Unlabeled:2398,Unlabeled:2398,Unlabeled:2398,Unlabeled:2403,Unlabeled:2403,Unlabeled:2403,Unlabeled:2408,Unlabeled:2408,Unlabeled:2408,Unlabeled:2411,Unlabeled:2411,Unlabeled:2411,Unlabeled:2413,Unlabeled:2413,Unlabeled:2413
,,"8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096D","8392B20CF49E357096D","8392B20CF49E357096D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15946,132.883333,0.268549,0.052807,0.209126,0.266658,0.049311,0.373128,0.259564,0.047355,0.421740,0.257182,0.051173,0.310295,0.261441,0.051731,0.325043,0.244831,0.055170,0.256353
15947,132.891667,0.268775,0.052767,0.208840,0.266627,0.049343,0.373219,0.259675,0.047359,0.421847,0.257170,0.051195,0.310490,0.261440,0.051723,0.325174,0.244618,0.055379,0.256313
15948,132.900000,0.268938,0.052817,0.208921,0.266648,0.049289,0.373227,0.259814,0.047299,0.421881,0.257155,0.051228,0.310452,0.261467,0.051709,0.325182,0.244425,0.055492,0.256239
15949,132.908333,0.268995,0.052883,0.209230,0.266638,0.049350,0.373077,0.259881,0.047347,0.421731,0.257069,0.051179,0.310341,0.261384,0.051702,0.325030,0.244483,0.055369,0.256278
15950,132.916667,0.269017,0.052863,0.209316,0.266632,0.049332,0.373055,0.260062,0.047349,0.421724,0.256992,0.051202,0.310287,0.261293,0.051723,0.325017,0.244593,0.055253,0.256264
15951,132.925000,0.269242,0.052820,0.209015,0.266600,0.049364,0.373151,0.260201,0.047363,0.421834,0.256991,0.051227,0.310485,0.261298,0.051724,0.325146,0.244401,0.055446,0.256220
15952,132.933333,0.269360,0.052833,0.209080,0.266644,0.049316,0.373152,0.260354,0.047319,0.421863,0.256985,0.051259,0.310446,0.261340,0.051712,0.325157,0.244215,0.055549,0.256150
15953,132.941667,0.269381,0.052859,0.209367,0.266646,0.049334,0.373015,0.260422,0.047359,0.421725,0.256905,0.051203,0.310340,0.261272,0.051710,0.325002,0.244269,0.055430,0.256188
15954,132.950000,0.269375,0.052824,0.209440,0.266669,0.049365,0.372985,0.260594,0.047373,0.421706,0.256844,0.051230,0.310288,0.261201,0.051728,0.324987,0.244374,0.055325,0.256176
15955,132.958333,0.269625,0.052804,0.209158,0.266627,0.049503,0.373105,0.260721,0.047414,0.421912,0.256825,0.051247,0.310432,0.261163,0.051595,0.324999,0.244189,0.055500,0.256129
15956,132.966667,0.269749,0.052846,0.209284,0.266671,0.049428,0.373095,0.260922,0.047398,0.421907,0.256800,0.051283,0.310389,0.261144,0.051583,0.325017,0.244045,0.055587,0.256063
15957,132.975000,0.269767,0.052885,0.209559,0.266627,0.049429,0.372967,0.261075,0.047441,0.421766,0.256696,0.051228,0.310304,0.261068,0.051575,0.324882,0.244093,0.055459,0.256082
15958,132.983333,0.269768,0.052854,0.209605,0.266645,0.049395,0.372944,0.261271,0.047433,0.421745,0.256650,0.051276,0.310254,0.261001,0.051606,0.324879,0.244222,0.055356,0.256089
15959,132.991667,0.269972,0.052836,0.209379,0.266585,0.049645,0.373079,0.261397,0.047433,0.422060,0.256615,0.051289,0.310331,0.260966,0.051637,0.324869,0.244042,0.055500,0.256023
15960,133.000000,0.270094,0.052856,0.209468,0.266607,0.049601,0.373115,0.261705,0.047392,0.422087,0.256599,0.051364,0.310288,0.260926,0.051690,0.324933,0.243943,0.055573,0.255942
15961,133.008333,0.270112,0.052883,0.209727,0.266488,0.049573,0.372965,0.262025,0.047474,0.421931,0.256442,0.051289,0.310252,0.260780,0.051800,0.324897,0.244007,0.055431,0.255982
15962,133.016667,0.270116,0.052859,0.209760,0.266501,0.049529,0.372932,0.262361,0.047476,0.421904,0.256372,0.051310,0.310189,0.260658,0.051846,0.324919,0.244169,0.055219,0.256004
15963,133.025000,0.270289,0.052832,0.209543,0.266454,0.049726,0.373071,0.262665,0.047462,0.422220,0.256333,0.051367,0.310285,0.260628,0.051889,0.324906,0.243950,0.055497,0.255930
15964,133.033333,0.270384,0.052855,0.209628,0.266433,0.049652,0.373129,0.263133,0.047414,0.422250,0.256334,0.051422,0.310261,0.260571,0.051771,0.324913,0.243874,0.055564,0.255863
15965,133.041667,0.270361,0.052869,0.209849,0.266355,0.049645,0.372975,0.263474,0.047510,0.422066,0.256168,0.051355,0.310223,0.260412,0.051709,0.324825,0.243957,0.055420,0.255916
15966,133.050000,0.270328,0.052826,0.209861,0.266392,0.049595,0.372939,0.263773,0.047511,0.422013,0.256103,0.051398,0.310182,0.260327,0.051749,0.324852,0.244075,0.055339,0.255934
15967,133.058333,0.270504,0.052795,0.209641,0.266366,0.049761,0.373072,0.263993,0.047521,0.422311,0.256093,0.051418,0.310251,0.260324,0.051783,0.324830,0.243898,0.055492,0.255868
15968,133.066667,0.270591,0.052815,0.209733,0.266302,0.049692,0.373107,0.264358,0.047486,0.422301,0.256130,0.051455,0.310212,0.260323,0.051799,0.324894,0.243829,0.055554,0.255795
15969,133.075000,0.270540,0.052848,0.209933,0.266229,0.049676,0.372956,0.264614,0.047570,0.422094,0.255991,0.051376,0.310172,0.260187,0.051724,0.324799,0.243927,0.055403,0.255857
15970,133.083333,0.270486,0.052794,0.209927,0.266271,0.049618,0.372920,0.264857,0.047567,0.422043,0.255930,0.051423,0.310140,0.260113,0.051761,0.324823,0.244035,0.055330,0.255869
15971,133.091667,0.270662,0.052770,0.209720,0.266232,0.049753,0.373045,0.265038,0.047580,0.422317,0.255911,0.051442,0.310214,0.260092,0.051781,0.324802,0.243859,0.055478,0.255804
15972,133.100000,0.270758,0.052823,0.209831,0.266131,0.049714,0.373085,0.265344,0.047543,0.422299,0.255957,0.051460,0.310178,0.260098,0.051785,0.324866,0.243803,0.055545,0.255735
15973,133.108333,0.270686,0.052836,0.210024,0.266055,0.049695,0.372961,0.265538,0.047603,0.422110,0.255821,0.051386,0.310162,0.259966,0.051721,0.324799,0.243911,0.055385,0.255816
15974,133.116667,0.270614,0.052783,0.210013,0.266089,0.049644,0.372921,0.265724,0.047584,0.422057,0.255758,0.051434,0.310131,0.259888,0.051773,0.324832,0.244011,0.055320,0.255834
15975,133.125000,0.270789,0.052754,0.209798,0.266055,0.049759,0.373044,0.265898,0.047574,0.422329,0.255751,0.051450,0.310199,0.259879,0.051788,0.324805,0.243834,0.055469,0.255759
15976,133.133333,0.270872,0.052812,0.209913,0.265906,0.049685,0.373094,0.266198,0.047508,0.422322,0.255796,0.051478,0.310148,0.259879,0.051800,0.324856,0.243769,0.055531,0.255697
15977,133.141667,0.270812,0.052809,0.210084,0.265817,0.049658,0.372966,0.266395,0.047586,0.422113,0.255665,0.051406,0.310140,0.259723,0.051745,0.324807,0.243898,0.055374,0.255772
15978,133.150000,0.270738,0.052761,0.210077,0.265865,0.049609,0.372933,0.266629,0.047591,0.422039,0.255587,0.051459,0.310110,0.259628,0.051793,0.324838,0.243993,0.055298,0.255782
15979,133.158333,0.270892,0.052738,0.209852,0.265878,0.049719,0.373039,0.266840,0.047589,0.422286,0.255578,0.051482,0.310174,0.259621,0.051827,0.324808,0.243814,0.055453,0.255713
15980,133.166667,0.270980,0.052802,0.209967,0.265718,0.049656,0.373089,0.267151,0.047572,0.422249,0.255630,0.051486,0.310138,0.259636,0.051826,0.324863,0.243757,0.055527,0.255659
15981,133.175000,0.270892,0.052796,0.210129,0.265655,0.049633,0.372963,0.267335,0.047637,0.422054,0.255512,0.051421,0.310120,0.259490,0.051749,0.324812,0.243888,0.055356,0.255736
15982,133.183333,0.270776,0.052717,0.210089,0.265695,0.049578,0.372931,0.267538,0.047611,0.421992,0.255437,0.051471,0.310096,0.259419,0.051785,0.324843,0.243986,0.055277,0.255747
15983,133.191667,0.270948,0.052707,0.209866,0.265687,0.049689,0.373050,0.267726,0.047618,0.422242,0.255447,0.051490,0.310157,0.259435,0.051966,0.324874,0.243820,0.055428,0.255672
15984,133.200000,0.271044,0.052785,0.210020,0.265516,0.049638,0.373101,0.268043,0.047564,0.422192,0.255493,0.051488,0.310119,0.259446,0.051965,0.324926,0.243751,0.055494,0.255628
15985,133.208333,0.270957,0.052776,0.210164,0.265462,0.049604,0.372985,0.268183,0.047618,0.422007,0.255378,0.051434,0.310120,0.259271,0.051751,0.324830,0.243907,0.055324,0.255712
15986,133.216667,0.270837,0.052706,0.210128,0.265472,0.049545,0.372966,0.268313,0.047557,0.421965,0.255311,0.051479,0.310096,0.259195,0.051793,0.324866,0.244007,0.055249,0.255732
15987,133.225000,0.270996,0.052688,0.209900,0.265453,0.049660,0.373087,0.268417,0.047537,0.422228,0.255327,0.051495,0.310156,0.259194,0.051811,0.324838,0.243833,0.055393,0.255660
15988,133.233333,0.271077,0.052761,0.210047,0.265244,0.049602,0.373128,0.268655,0.047518,0.422172,0.255354,0.051504,0.310117,0.259189,0.051813,0.324877,0.243751,0.055468,0.255605
15989,133.241667,0.270979,0.052748,0.210186,0.265204,0.049573,0.373016,0.268726,0.047577,0.421985,0.255228,0.051450,0.310108,0.259049,0.051766,0.324845,0.243914,0.055291,0.255682
15990,133.250000,0.270853,0.052667,0.210135,0.265218,0.049511,0.372992,0.268832,0.047524,0.421934,0.255178,0.051487,0.310087,0.258995,0.051804,0.324884,0.244016,0.055225,0.255709
15991,133.258333,0.271024,0.052667,0.209917,0.265205,0.049634,0.373112,0.268938,0.047514,0.422187,0.255203,0.051498,0.310144,0.259010,0.051801,0.324842,0.243841,0.055365,0.255638
15992,133.266667,0.271108,0.052745,0.210082,0.265015,0.049582,0.373158,0.269230,0.047505,0.422107,0.255246,0.051497,0.310102,0.259015,0.051805,0.324883,0.243765,0.055428,0.255589
15993,133.275000,0.271006,0.052719,0.210199,0.264979,0.049557,0.373049,0.269423,0.047545,0.421920,0.255132,0.051442,0.310102,0.258876,0.051764,0.324848,0.243947,0.055251,0.255671
15994,133.283333,0.270878,0.052654,0.210154,0.265008,0.049491,0.373016,0.269625,0.047524,0.421852,0.255065,0.051489,0.310079,0.258812,0.051836,0.324898,0.244030,0.055189,0.255685
15995,133.291667,0.271054,0.052651,0.209938,0.265008,0.049619,0.373140,0.269784,0.047540,0.422112,0.255075,0.051506,0.310142,0.258801,0.051852,0.324859,0.243855,0.055339,0.255620
15996,133.300000,0.271145,0.052736,0.210102,0.264804,0.049574,0.373190,0.270068,0.047482,0.422046,0.255095,0.051510,0.310091,0.258824,0.052010,0.324965,0.243782,0.055404,0.255558
15997,133.308333,0.271043,0.052714,0.210226,0.264768,0.049545,0.373081,0.270194,0.047495,0.421864,0.254976,0.051463,0.310098,0.258664,0.051960,0.324942,0.243963,0.055226,0.255648
15998,133.316667,0.270904,0.052632,0.210166,0.264788,0.049477,0.373061,0.270307,0.047449,0.421802,0.254911,0.051506,0.310071,0.258601,0.052006,0.324972,0.244038,0.055168,0.255668
15999,133.325000,0.271070,0.052631,0.209940,0.264795,0.049610,0.373170,0.270394,0.047438,0.422058,0.254938,0.051527,0.310131,0.258628,0.052017,0.324929,0.243872,0.055317,0.255596
16000,133.333333,0.271161,0.052715,0.210111,0.264594,0.049557,0.373208,0.270676,0.047392,0.421972,0.254972,0.051524,0.310072,0.258622,0.052026,0.324958,0.243797,0.055374,0.255531
16001,133.341667,0.271063,0.052688,0.210217,0.264597,0.049530,0.373088,0.270766,0.047438,0.421791,0.254844,0.051480,0.310071,0.258448,0.051814,0.324864,0.243976,0.055196,0.255611
16002,133.350000,0.270921,0.052619,0.210173,0.264625,0.049460,0.373064,0.270868,0.047419,0.421731,0.254789,0.051520,0.310050,0.258395,0.051865,0.324899,0.244046,0.055147,0.255642
16003,133.358333,0.271099,0.052618,0.209948,0.264626,0.049601,0.373183,0.270951,0.047403,0.422000,0.254826,0.051530,0.310111,0.258417,0.051873,0.324859,0.243887,0.055290,0.255571
16004,133.366667,0.271190,0.052699,0.210116,0.264418,0.049562,0.373221,0.271180,0.047392,0.421886,0.254856,0.051535,0.310046,0.258438,0.052042,0.324950,0.243814,0.055351,0.255509
16005,133.375000,0.271087,0.052668,0.210217,0.264421,0.049519,0.373096,0.271249,0.047447,0.421715,0.254729,0.051496,0.310056,0.258254,0.051824,0.324869,0.243996,0.055175,0.255585
16006,133.383333,0.270947,0.052600,0.210180,0.264446,0.049454,0.373085,0.271315,0.047411,0.421661,0.254671,0.051524,0.310036,0.258209,0.051855,0.324906,0.244072,0.055126,0.255620
16007,133.391667,0.271119,0.052603,0.209952,0.264430,0.049603,0.373209,0.271383,0.047385,0.421938,0.254726,0.051531,0.310094,0.258240,0.051869,0.324876,0.243911,0.055267,0.255550
16008,133.400000,0.271199,0.052680,0.210129,0.264212,0.049553,0.373265,0.271585,0.047357,0.421846,0.254737,0.051528,0.310049,0.258223,0.051886,0.324907,0.243838,0.055321,0.255495
16009,133.408333,0.271085,0.052650,0.210236,0.264201,0.049522,0.373151,0.271642,0.047411,0.421675,0.254597,0.051499,0.310071,0.258041,0.051831,0.324902,0.244019,0.055140,0.255580
16010,133.416667,0.270960,0.052587,0.210194,0.264225,0.049456,0.373137,0.271726,0.047388,0.421607,0.254523,0.051542,0.310047,0.257980,0.051883,0.324936,0.244096,0.055106,0.255612
16011,133.425000,0.271137,0.052591,0.209963,0.264215,0.049607,0.373257,0.271834,0.047378,0.421893,0.254570,0.051544,0.310108,0.258009,0.051888,0.324900,0.243926,0.055240,0.255539
16012,133.433333,0.271216,0.052670,0.210146,0.264012,0.049567,0.373307,0.272034,0.047393,0.421781,0.254605,0.051550,0.310049,0.258014,0.051909,0.324928,0.243848,0.055295,0.255488
16013,133.441667,0.271094,0.052636,0.210246,0.264032,0.049517,0.373183,0.272063,0.047434,0.421605,0.254476,0.051510,0.310063,0.257868,0.051844,0.324910,0.244037,0.055124,0.255564
16014,133.450000,0.270979,0.052573,0.210201,0.264065,0.049453,0.373163,0.272100,0.047401,0.421556,0.254430,0.051553,0.310044,0.257843,0.051884,0.324939,0.244122,0.055084,0.255600
16015,133.458333,0.271139,0.052579,0.209999,0.264055,0.049626,0.373286,0.272193,0.047388,0.421869,0.254476,0.051551,0.310068,0.257876,0.051900,0.324881,0.243972,0.055194,0.255533
16016,133.466667,0.271163,0.052640,0.210182,0.263837,0.049620,0.373358,0.272486,0.047425,0.421792,0.254522,0.051546,0.309991,0.257865,0.051942,0.324872,0.243943,0.055202,0.255492
16017,133.475000,0.271026,0.052593,0.210236,0.263796,0.049568,0.373267,0.272583,0.047462,0.421564,0.254364,0.051524,0.310020,0.257663,0.051898,0.324880,0.244162,0.055056,0.255565
16018,133.483333,0.270922,0.052549,0.210228,0.263838,0.049492,0.373253,0.272660,0.047424,0.421511,0.254259,0.051581,0.310018,0.257564,0.051959,0.324936,0.244209,0.055032,0.255610
16019,133.491667,0.271015,0.052543,0.210078,0.263795,0.049718,0.373376,0.272835,0.047428,0.421841,0.254287,0.051587,0.309998,0.257554,0.051998,0.324833,0.244137,0.055097,0.255559
16020,133.500000,0.271025,0.052571,0.210216,0.263458,0.049734,0.373498,0.273230,0.047469,0.421751,0.254322,0.051568,0.309932,0.257515,0.052025,0.324838,0.244142,0.055058,0.255509
16021,133.508333,0.270884,0.052537,0.210250,0.263343,0.049671,0.373424,0.273393,0.047514,0.421586,0.254159,0.051566,0.309973,0.257269,0.051981,0.324885,0.244393,0.054955,0.255640
16022,133.516667,0.270818,0.052501,0.210259,0.263335,0.049609,0.373415,0.273468,0.047471,0.421533,0.253952,0.051651,0.309993,0.257065,0.052068,0.324966,0.244432,0.054914,0.255658
16023,133.525000,0.270909,0.052500,0.210090,0.263310,0.049810,0.373546,0.273602,0.047432,0.421824,0.253952,0.051683,0.309972,0.257018,0.052138,0.324868,0.244349,0.055006,0.255599
16024,133.533333,0.270926,0.052518,0.210218,0.262897,0.049861,0.373678,0.273892,0.047440,0.421721,0.254009,0.051643,0.309910,0.257017,0.052128,0.324869,0.244326,0.054943,0.255523
16025,133.541667,0.270787,0.052488,0.210254,0.262745,0.049758,0.373592,0.274035,0.047451,0.421529,0.253894,0.051619,0.309944,0.256835,0.052284,0.324984,0.244627,0.054841,0.255687
16026,133.550000,0.270712,0.052452,0.210258,0.262766,0.049692,0.373602,0.274079,0.047386,0.421502,0.253690,0.051710,0.309981,0.256652,0.052350,0.325069,0.244656,0.054797,0.255702
16027,133.558333,0.270791,0.052448,0.210075,0.262755,0.049902,0.373728,0.274252,0.047347,0.421776,0.253668,0.051755,0.309966,0.256602,0.052428,0.324979,0.244598,0.054887,0.255660
16028,133.566667,0.270822,0.052453,0.210217,0.262344,0.049981,0.373882,0.274532,0.047395,0.421667,0.253722,0.051696,0.309909,0.256568,0.052412,0.324992,0.244569,0.054686,0.255590
16029,133.575000,0.270686,0.052437,0.210256,0.262170,0.049886,0.373790,0.274664,0.047397,0.421457,0.253610,0.051697,0.309949,0.256360,0.052250,0.324959,0.244861,0.054731,0.255760
16030,133.583333,0.270609,0.052396,0.210249,0.262217,0.049821,0.373808,0.274696,0.047326,0.421444,0.253391,0.051780,0.310000,0.256153,0.052297,0.325060,0.244894,0.054682,0.255767
16031,133.591667,0.270673,0.052395,0.210065,0.262218,0.050023,0.373940,0.274864,0.047285,0.421746,0.253383,0.051823,0.309993,0.256103,0.052387,0.324976,0.244850,0.054771,0.255731
16032,133.600000,0.270703,0.052392,0.210204,0.261788,0.050108,0.374084,0.275157,0.047306,0.421623,0.253440,0.051755,0.309937,0.256090,0.052349,0.324985,0.244765,0.054690,0.255655
16033,133.608333,0.270549,0.052378,0.210260,0.261619,0.049984,0.373993,0.275306,0.047313,0.421376,0.253358,0.051765,0.309981,0.255895,0.052383,0.325036,0.245098,0.054636,0.255837
16034,133.616667,0.270452,0.052338,0.210238,0.261666,0.049914,0.374009,0.275362,0.047286,0.421336,0.253146,0.051828,0.310036,0.255675,0.052408,0.325151,0.245163,0.054580,0.255853
16035,133.625000,0.270530,0.052332,0.210046,0.261679,0.050090,0.374125,0.275532,0.047245,0.421634,0.253142,0.051871,0.310041,0.255640,0.052481,0.325066,0.245114,0.054667,0.255816
16036,133.633333,0.270562,0.052335,0.210184,0.261249,0.050218,0.374289,0.275788,0.047265,0.421498,0.253197,0.051781,0.309981,0.255618,0.052423,0.325083,0.244996,0.054577,0.255734
16037,133.641667,0.270393,0.052319,0.210255,0.261095,0.050063,0.374180,0.275897,0.047263,0.421281,0.253137,0.051793,0.310032,0.255483,0.052419,0.325126,0.245358,0.054526,0.255927
16038,133.650000,0.270306,0.052285,0.210224,0.261171,0.049998,0.374226,0.275926,0.047176,0.421293,0.252952,0.051830,0.310102,0.255337,0.052612,0.325298,0.245455,0.054470,0.255957
16039,133.658333,0.270379,0.052291,0.210046,0.261172,0.050182,0.374346,0.276104,0.047137,0.421578,0.252992,0.051873,0.310098,0.255347,0.052669,0.325223,0.245424,0.054556,0.255931
16040,133.666667,0.270432,0.052270,0.210188,0.260774,0.050295,0.374507,0.276402,0.047186,0.421415,0.253036,0.051770,0.310044,0.255307,0.052447,0.325167,0.245292,0.054467,0.255853
16041,133.675000,0.270251,0.052290,0.210275,0.260665,0.050142,0.374382,0.276507,0.047214,0.421176,0.252963,0.051810,0.310099,0.255146,0.052480,0.325212,0.245655,0.054409,0.256049
16042,133.683333,0.270165,0.052256,0.210245,0.260757,0.050090,0.374422,0.276501,0.047145,0.421204,0.252793,0.051843,0.310162,0.254964,0.052515,0.325333,0.245761,0.054348,0.256083
16043,133.691667,0.270223,0.052256,0.210056,0.260750,0.050261,0.374555,0.276646,0.047078,0.421514,0.252860,0.051867,0.310159,0.255020,0.052558,0.325245,0.245730,0.054443,0.256049
16044,133.700000,0.270284,0.052224,0.210185,0.260348,0.050384,0.374706,0.276886,0.047149,0.421361,0.252910,0.051762,0.310110,0.254990,0.052494,0.325256,0.245587,0.054344,0.255962
16045,133.708333,0.270103,0.052256,0.210286,0.260270,0.050221,0.374581,0.276928,0.047156,0.421137,0.252816,0.051803,0.310162,0.254809,0.052521,0.325314,0.245941,0.054302,0.256168
16046,133.716667,0.270007,0.052222,0.210257,0.260353,0.050170,0.374619,0.276880,0.047068,0.421177,0.252651,0.051838,0.310222,0.254650,0.052533,0.325412,0.246034,0.054245,0.256212
16047,133.725000,0.270055,0.052227,0.210075,0.260323,0.050349,0.374756,0.277045,0.047029,0.421479,0.252742,0.051856,0.310212,0.254715,0.052586,0.325327,0.245985,0.054346,0.256169
16048,133.733333,0.270146,0.052187,0.210202,0.259942,0.050441,0.374907,0.277277,0.047102,0.421300,0.252776,0.051752,0.310175,0.254684,0.052514,0.325340,0.245862,0.054241,0.256095
16049,133.741667,0.269963,0.052232,0.210318,0.259898,0.050293,0.374776,0.277329,0.047118,0.421083,0.252685,0.051807,0.310235,0.254522,0.052557,0.325400,0.246203,0.054199,0.256305
16050,133.750000,0.269835,0.052192,0.210280,0.259960,0.050234,0.374815,0.277288,0.047043,0.421114,0.252552,0.051832,0.310277,0.254413,0.052576,0.325488,0.246265,0.054135,0.256349
16051,133.758333,0.269851,0.052193,0.210074,0.259939,0.050406,0.374947,0.277436,0.046981,0.421415,0.252656,0.051839,0.310275,0.254484,0.052593,0.325402,0.246232,0.054235,0.256302
16052,133.766667,0.269957,0.052141,0.210196,0.259583,0.050511,0.375113,0.277640,0.047060,0.421251,0.252696,0.051742,0.310243,0.254468,0.052525,0.325421,0.246135,0.054128,0.256229
16053,133.775000,0.269797,0.052192,0.210333,0.259566,0.050346,0.374958,0.277698,0.047076,0.421030,0.252603,0.051804,0.310285,0.254313,0.052591,0.325467,0.246432,0.054091,0.256415
16054,133.783333,0.269672,0.052159,0.210303,0.259623,0.050293,0.374986,0.277665,0.047020,0.421037,0.252469,0.051814,0.310326,0.254199,0.052605,0.325552,0.246491,0.054027,0.256460
16055,133.791667,0.269662,0.052152,0.210087,0.259604,0.050469,0.375132,0.277847,0.046965,0.421342,0.252588,0.051818,0.310319,0.254284,0.052623,0.325460,0.246442,0.054134,0.256409
16056,133.800000,0.269757,0.052087,0.210190,0.259235,0.050589,0.375268,0.278012,0.047051,0.421170,0.252610,0.051726,0.310275,0.254249,0.052559,0.325473,0.246381,0.054022,0.256342
16057,133.808333,0.269612,0.052151,0.210326,0.259242,0.050422,0.375138,0.278055,0.047043,0.420973,0.252529,0.051783,0.310325,0.254092,0.052633,0.325527,0.246654,0.054001,0.256525
16058,133.816667,0.269484,0.052125,0.210314,0.259300,0.050357,0.375149,0.277993,0.047000,0.420981,0.252403,0.051807,0.310373,0.253997,0.052639,0.325617,0.246728,0.053927,0.256590
16059,133.825000,0.269470,0.052102,0.210058,0.259264,0.050548,0.375312,0.278203,0.046963,0.421270,0.252539,0.051800,0.310361,0.254095,0.052648,0.325524,0.246693,0.054041,0.256534
16060,133.833333,0.269587,0.052052,0.210170,0.258928,0.050642,0.375427,0.278385,0.047055,0.421078,0.252556,0.051712,0.310327,0.254046,0.052594,0.325540,0.246650,0.053918,0.256478
16061,133.841667,0.269437,0.052112,0.210322,0.258945,0.050476,0.375294,0.278410,0.047034,0.420910,0.252464,0.051773,0.310369,0.253903,0.052655,0.325597,0.246889,0.053899,0.256639
16062,133.850000,0.269281,0.052080,0.210294,0.258978,0.050410,0.375314,0.278335,0.046978,0.420921,0.252364,0.051786,0.310410,0.253810,0.052647,0.325682,0.246944,0.053826,0.256694
