Format Version,1.21,Take Name,circular_inextensible_tsample_0.5s,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2017-08-04 04.52.15.234 PM,Total Frames in Take,22369,Total Exported Frames,22369,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:2377,Unlabeled:2377,Unlabeled:2377,Unlabeled:2398,Unlabeled:2398,Unlabeled:2398,Unlabeled:2403,Unlabeled:2403,Unlabeled:2403,Unlabeled:2408,Unlabeled:2408,Unlabeled:2408,Unlabeled:2411,Unlabeled:2411,Unlabeled:2411,Unlabeled:2413,Unlabeled:2413,Unlabeled:2413
,,"8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E3570949","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E357095E","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570963","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E3570968","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096B","8392B20CF49E357096D","8392B20CF49E357096D","8392B20CF49E357096D"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
15811,131.758333,0.253807,0.052383,0.208326,0.270351,0.051097,0.376460,0.234400,0.050418,0.413798,0.261847,0.050901,0.309533,0.266214,0.052340,0.324294,0.251671,0.052727,0.258396
15812,131.766667,0.253984,0.052271,0.208264,0.270501,0.051099,0.376583,0.234386,0.050476,0.413590,0.261845,0.051021,0.309560,0.266326,0.052419,0.324374,0.251415,0.052772,0.258313
15813,131.775000,0.254142,0.052355,0.208590,0.270280,0.050993,0.376383,0.234402,0.050471,0.413554,0.261858,0.050969,0.309570,0.266330,0.052370,0.324348,0.251403,0.052741,0.258445
15814,131.783333,0.254283,0.052319,0.208635,0.270241,0.050969,0.376361,0.234520,0.050404,0.413632,0.261753,0.050893,0.309580,0.266245,0.052264,0.324348,0.251453,0.052640,0.258467
15815,131.791667,0.254233,0.052316,0.208316,0.270336,0.051051,0.376459,0.234462,0.050372,0.413837,0.261803,0.050883,0.309571,0.266206,0.052317,0.324325,0.251510,0.052708,0.258409
15816,131.800000,0.254391,0.052224,0.208275,0.270481,0.051049,0.376575,0.234427,0.050437,0.413620,0.261807,0.051012,0.309595,0.266329,0.052398,0.324408,0.251228,0.052756,0.258338
15817,131.808333,0.254517,0.052314,0.208599,0.270286,0.050977,0.376386,0.234439,0.050433,0.413581,0.261811,0.050963,0.309608,0.266319,0.052349,0.324373,0.251224,0.052729,0.258454
15818,131.816667,0.254590,0.052265,0.208630,0.270182,0.050898,0.376336,0.234565,0.050366,0.413654,0.261714,0.050876,0.309601,0.266234,0.052238,0.324366,0.251292,0.052613,0.258471
15819,131.825000,0.254507,0.052259,0.208301,0.270284,0.050987,0.376435,0.234515,0.050344,0.413860,0.261771,0.050867,0.309587,0.266211,0.052299,0.324339,0.251336,0.052693,0.258417
15820,131.833333,0.254672,0.052184,0.208286,0.270457,0.050998,0.376561,0.234473,0.050402,0.413641,0.261778,0.051005,0.309628,0.266330,0.052384,0.324439,0.251068,0.052751,0.258355
15821,131.841667,0.254790,0.052286,0.208606,0.270229,0.050905,0.376369,0.234487,0.050388,0.413625,0.261770,0.050953,0.309646,0.266311,0.052324,0.324409,0.251079,0.052719,0.258469
15822,131.850000,0.254867,0.052216,0.208626,0.270162,0.050855,0.376325,0.234623,0.050335,0.413683,0.261681,0.050854,0.309627,0.266235,0.052224,0.324392,0.251149,0.052605,0.258489
15823,131.858333,0.254789,0.052222,0.208304,0.270255,0.050949,0.376422,0.234548,0.050313,0.413875,0.261741,0.050872,0.309620,0.266271,0.052251,0.324304,0.251183,0.052695,0.258422
15824,131.866667,0.254967,0.052146,0.208307,0.270437,0.050953,0.376552,0.234519,0.050372,0.413667,0.261745,0.051005,0.309661,0.266329,0.052364,0.324464,0.250923,0.052767,0.258370
15825,131.875000,0.255099,0.052254,0.208635,0.270211,0.050862,0.376363,0.234542,0.050348,0.413657,0.261731,0.050947,0.309677,0.266307,0.052315,0.324438,0.250936,0.052715,0.258486
15826,131.883333,0.255148,0.052192,0.208645,0.270129,0.050810,0.376313,0.234676,0.050295,0.413720,0.261650,0.050839,0.309661,0.266229,0.052206,0.324414,0.251010,0.052604,0.258502
15827,131.891667,0.255050,0.052184,0.208309,0.270253,0.050933,0.376413,0.234608,0.050283,0.413903,0.261713,0.050853,0.309643,0.266212,0.052272,0.324378,0.251033,0.052701,0.258435
15828,131.900000,0.255234,0.052107,0.208305,0.270411,0.050908,0.376532,0.234567,0.050336,0.413688,0.261709,0.051001,0.309686,0.266326,0.052350,0.324483,0.250778,0.052775,0.258377
15829,131.908333,0.255337,0.052229,0.208642,0.270181,0.050819,0.376352,0.234593,0.050306,0.413694,0.261697,0.050942,0.309707,0.266296,0.052297,0.324463,0.250805,0.052726,0.258484
15830,131.916667,0.255363,0.052155,0.208637,0.270094,0.050766,0.376292,0.234729,0.050256,0.413754,0.261617,0.050830,0.309683,0.266218,0.052185,0.324432,0.250878,0.052606,0.258509
15831,131.925000,0.255268,0.052140,0.208296,0.270197,0.050866,0.376387,0.234665,0.050253,0.413934,0.261679,0.050851,0.309668,0.266205,0.052258,0.324394,0.250902,0.052709,0.258438
15832,131.933333,0.255475,0.052069,0.208301,0.270385,0.050863,0.376526,0.234615,0.050295,0.413711,0.261679,0.050987,0.309720,0.266318,0.052331,0.324506,0.250648,0.052782,0.258375
15833,131.941667,0.255580,0.052186,0.208631,0.270144,0.050775,0.376337,0.234656,0.050273,0.413728,0.261654,0.050931,0.309737,0.266287,0.052278,0.324485,0.250666,0.052729,0.258484
15834,131.950000,0.255588,0.052119,0.208627,0.270057,0.050719,0.376275,0.234801,0.050215,0.413790,0.261584,0.050816,0.309711,0.266203,0.052169,0.324446,0.250742,0.052622,0.258503
15835,131.958333,0.255494,0.052106,0.208280,0.270146,0.050796,0.376367,0.234751,0.050217,0.413952,0.261660,0.050838,0.309704,0.266209,0.052242,0.324438,0.250783,0.052730,0.258437
15836,131.966667,0.255722,0.052071,0.208264,0.270280,0.050756,0.376477,0.234738,0.050218,0.413799,0.261692,0.051011,0.309776,0.266346,0.052321,0.324568,0.250499,0.052839,0.258367
15837,131.975000,0.255861,0.052162,0.208568,0.270038,0.050692,0.376265,0.234840,0.050212,0.413825,0.261678,0.050938,0.309771,0.266311,0.052262,0.324522,0.250482,0.052797,0.258462
15838,131.983333,0.255887,0.052111,0.208583,0.269952,0.050644,0.376191,0.234997,0.050165,0.413876,0.261589,0.050820,0.309734,0.266228,0.052160,0.324477,0.250588,0.052662,0.258483
15839,131.991667,0.255825,0.052103,0.208163,0.269945,0.050658,0.376224,0.235053,0.050164,0.414039,0.261685,0.050848,0.309793,0.266296,0.052186,0.324483,0.250587,0.052803,0.258422
15840,132.000000,0.256114,0.052096,0.208144,0.270009,0.050579,0.376276,0.235128,0.050106,0.413999,0.261730,0.051011,0.309811,0.266366,0.052286,0.324619,0.250257,0.052971,0.258316
15841,132.008333,0.256271,0.052169,0.208431,0.269799,0.050554,0.376066,0.235305,0.050125,0.414036,0.261736,0.050957,0.309775,0.266338,0.052250,0.324556,0.250240,0.052915,0.258390
15842,132.016667,0.256285,0.052121,0.208460,0.269677,0.050521,0.375979,0.235498,0.050085,0.414137,0.261665,0.050834,0.309719,0.266290,0.052155,0.324487,0.250395,0.052737,0.258406
15843,132.025000,0.256252,0.052090,0.208024,0.269675,0.050535,0.376027,0.235590,0.050060,0.414369,0.261734,0.050868,0.309788,0.266325,0.052173,0.324500,0.250378,0.052888,0.258351
15844,132.033333,0.256525,0.052061,0.207990,0.269758,0.050419,0.376096,0.235685,0.049995,0.414339,0.261748,0.051015,0.309825,0.266370,0.052264,0.324660,0.250008,0.053074,0.258256
15845,132.041667,0.256681,0.052123,0.208295,0.269516,0.050427,0.375855,0.235847,0.050004,0.414349,0.261740,0.050958,0.309783,0.266334,0.052228,0.324574,0.249966,0.053013,0.258332
15846,132.050000,0.256721,0.052090,0.208329,0.269391,0.050405,0.375769,0.236038,0.049983,0.414452,0.261683,0.050842,0.309714,0.266298,0.052134,0.324497,0.250128,0.052841,0.258341
15847,132.058333,0.256723,0.052062,0.207917,0.269367,0.050431,0.375826,0.236162,0.049962,0.414724,0.261753,0.050860,0.309778,0.266328,0.052147,0.324510,0.250126,0.052984,0.258291
15848,132.066667,0.256990,0.052022,0.207863,0.269474,0.050288,0.375902,0.236325,0.049891,0.414750,0.261744,0.051006,0.309821,0.266411,0.052191,0.324614,0.249773,0.053129,0.258173
15849,132.075000,0.257111,0.052092,0.208186,0.269291,0.050331,0.375670,0.236523,0.049880,0.414757,0.261711,0.050947,0.309775,0.266358,0.052165,0.324515,0.249754,0.053067,0.258249
15850,132.083333,0.257140,0.052057,0.208200,0.269118,0.050257,0.375587,0.236701,0.049860,0.414860,0.261686,0.050839,0.309702,0.266275,0.052112,0.324498,0.249918,0.052908,0.258253
15851,132.091667,0.257171,0.052016,0.207789,0.269075,0.050308,0.375650,0.236868,0.049813,0.415173,0.261777,0.050872,0.309763,0.266312,0.052135,0.324506,0.249919,0.053059,0.258211
15852,132.100000,0.257465,0.051984,0.207753,0.269226,0.050155,0.375725,0.237064,0.049740,0.415231,0.261742,0.051000,0.309819,0.266374,0.052157,0.324629,0.249572,0.053200,0.258091
15853,132.108333,0.257591,0.052060,0.208103,0.269024,0.050163,0.375509,0.237313,0.049699,0.415255,0.261670,0.050934,0.309787,0.266293,0.052124,0.324533,0.249560,0.053125,0.258180
15854,132.116667,0.257631,0.052026,0.208121,0.268892,0.050105,0.375457,0.237512,0.049665,0.415373,0.261635,0.050835,0.309720,0.266200,0.052065,0.324526,0.249708,0.052982,0.258185
15855,132.125000,0.257639,0.051976,0.207718,0.268873,0.050165,0.375520,0.237650,0.049631,0.415654,0.261736,0.050859,0.309781,0.266248,0.052098,0.324538,0.249705,0.053118,0.258147
15856,132.133333,0.257912,0.051958,0.207697,0.269032,0.050034,0.375591,0.237795,0.049583,0.415644,0.261703,0.050977,0.309834,0.266321,0.052116,0.324648,0.249374,0.053269,0.258032
15857,132.141667,0.258032,0.052039,0.208045,0.268824,0.050037,0.375376,0.238011,0.049541,0.415632,0.261630,0.050908,0.309814,0.266223,0.052088,0.324563,0.249397,0.053185,0.258116
15858,132.150000,0.258052,0.052002,0.208071,0.268697,0.049981,0.375316,0.238170,0.049504,0.415727,0.261594,0.050813,0.309749,0.266118,0.052032,0.324558,0.249529,0.053038,0.258129
15859,132.158333,0.258058,0.051955,0.207644,0.268666,0.050048,0.375377,0.238302,0.049450,0.416014,0.261699,0.050851,0.309809,0.266182,0.052061,0.324565,0.249505,0.053197,0.258079
15860,132.166667,0.258324,0.051950,0.207629,0.268867,0.049954,0.375459,0.238474,0.049394,0.416034,0.261661,0.050958,0.309857,0.266255,0.052067,0.324667,0.249185,0.053353,0.257964
15861,132.175000,0.258446,0.052032,0.207982,0.268645,0.049930,0.375236,0.238746,0.049353,0.416033,0.261554,0.050891,0.309831,0.266136,0.052041,0.324581,0.249215,0.053247,0.258050
15862,132.183333,0.258493,0.051998,0.208006,0.268536,0.049863,0.375180,0.238937,0.049283,0.416143,0.261533,0.050805,0.309761,0.266026,0.051986,0.324574,0.249341,0.053120,0.258060
15863,132.191667,0.258504,0.051963,0.207599,0.268503,0.049942,0.375240,0.239092,0.049226,0.416442,0.261635,0.050842,0.309823,0.266104,0.052031,0.324579,0.249302,0.053271,0.258017
15864,132.200000,0.258742,0.051960,0.207588,0.268706,0.049842,0.375325,0.239274,0.049157,0.416487,0.261603,0.050937,0.309871,0.266176,0.052039,0.324689,0.249009,0.053433,0.257907
15865,132.208333,0.258867,0.052022,0.207937,0.268506,0.049836,0.375095,0.239579,0.049132,0.416490,0.261460,0.050865,0.309842,0.266023,0.052000,0.324593,0.249044,0.053308,0.257994
15866,132.216667,0.258918,0.051991,0.207963,0.268413,0.049759,0.375062,0.239798,0.049069,0.416602,0.261433,0.050782,0.309789,0.265917,0.051947,0.324599,0.249165,0.053183,0.257990
15867,132.225000,0.258947,0.051978,0.207574,0.268384,0.049858,0.375126,0.239927,0.049037,0.416874,0.261553,0.050835,0.309859,0.266009,0.051992,0.324604,0.249108,0.053355,0.257955
15868,132.233333,0.259169,0.051973,0.207564,0.268580,0.049724,0.375197,0.240049,0.048993,0.416846,0.261520,0.050912,0.309902,0.266085,0.051988,0.324706,0.248826,0.053531,0.257864
15869,132.241667,0.259292,0.052058,0.207921,0.268392,0.049746,0.374986,0.240261,0.048963,0.416782,0.261383,0.050847,0.309869,0.265928,0.051958,0.324616,0.248869,0.053401,0.257945
15870,132.250000,0.259338,0.052018,0.207943,0.268273,0.049660,0.374955,0.240411,0.048913,0.416861,0.261367,0.050777,0.309810,0.265832,0.051917,0.324623,0.249011,0.053259,0.257935
15871,132.258333,0.259356,0.051979,0.207548,0.268255,0.049764,0.375020,0.240539,0.048924,0.417114,0.261483,0.050822,0.309882,0.265924,0.051954,0.324626,0.248936,0.053438,0.257905
15872,132.266667,0.259585,0.051978,0.207542,0.268449,0.049641,0.375088,0.240702,0.048886,0.417116,0.261439,0.050905,0.309929,0.265989,0.051945,0.324728,0.248656,0.053603,0.257815
15873,132.275000,0.259713,0.052067,0.207898,0.268271,0.049650,0.374892,0.240945,0.048874,0.417080,0.261308,0.050838,0.309885,0.265798,0.051809,0.324578,0.248716,0.053463,0.257888
15874,132.283333,0.259758,0.052027,0.207917,0.268185,0.049609,0.374852,0.241147,0.048836,0.417183,0.261291,0.050773,0.309822,0.265726,0.051881,0.324642,0.248851,0.053344,0.257870
15875,132.291667,0.259791,0.051991,0.207532,0.268163,0.049716,0.374915,0.241347,0.048814,0.417478,0.261389,0.050808,0.309895,0.265812,0.051925,0.324641,0.248763,0.053524,0.257845
15876,132.300000,0.260014,0.051964,0.207511,0.268356,0.049559,0.374980,0.241571,0.048793,0.417525,0.261342,0.050886,0.309943,0.265867,0.051906,0.324743,0.248486,0.053671,0.257756
15877,132.308333,0.260125,0.052023,0.207846,0.268183,0.049580,0.374778,0.241901,0.048774,0.417504,0.261187,0.050822,0.309902,0.265694,0.051891,0.324657,0.248533,0.053536,0.257843
15878,132.316667,0.260163,0.051981,0.207881,0.268077,0.049499,0.374749,0.242111,0.048729,0.417601,0.261153,0.050769,0.309856,0.265571,0.051844,0.324669,0.248641,0.053446,0.257815
15879,132.325000,0.260231,0.051951,0.207516,0.268028,0.049612,0.374807,0.242260,0.048704,0.417880,0.261226,0.050804,0.309939,0.265638,0.051882,0.324682,0.248539,0.053615,0.257800
15880,132.333333,0.260470,0.051965,0.207526,0.268264,0.049501,0.374875,0.242454,0.048654,0.417917,0.261206,0.050861,0.309979,0.265697,0.051857,0.324771,0.248276,0.053750,0.257698
15881,132.341667,0.260596,0.052021,0.207850,0.268089,0.049516,0.374680,0.242773,0.048615,0.417910,0.261051,0.050803,0.309926,0.265537,0.051865,0.324675,0.248363,0.053606,0.257789
15882,132.350000,0.260626,0.051987,0.207869,0.267977,0.049442,0.374647,0.243021,0.048528,0.418055,0.261011,0.050766,0.309877,0.265394,0.051818,0.324697,0.248461,0.053520,0.257750
15883,132.358333,0.260666,0.051952,0.207504,0.267929,0.049556,0.374709,0.243197,0.048488,0.418343,0.261050,0.050790,0.309971,0.265425,0.051859,0.324704,0.248350,0.053693,0.257740
15884,132.366667,0.260897,0.051998,0.207547,0.268160,0.049442,0.374775,0.243389,0.048432,0.418397,0.261012,0.050852,0.310011,0.265499,0.051813,0.324809,0.248109,0.053823,0.257650
15885,132.375000,0.260982,0.052076,0.207864,0.268026,0.049470,0.374603,0.243723,0.048434,0.418348,0.260894,0.050797,0.309966,0.265358,0.051842,0.324718,0.248215,0.053680,0.257745
15886,132.383333,0.260936,0.052004,0.207854,0.267913,0.049396,0.374566,0.243931,0.048336,0.418455,0.260858,0.050755,0.309907,0.265223,0.051797,0.324724,0.248305,0.053594,0.257698
15887,132.391667,0.260977,0.051964,0.207483,0.267824,0.049523,0.374614,0.244072,0.048306,0.418704,0.260879,0.050785,0.309999,0.265232,0.051828,0.324729,0.248177,0.053773,0.257687
15888,132.400000,0.261229,0.052041,0.207540,0.268057,0.049395,0.374690,0.244229,0.048243,0.418745,0.260832,0.050844,0.310045,0.265282,0.051784,0.324843,0.247951,0.053908,0.257592
15889,132.408333,0.261314,0.052138,0.207865,0.267918,0.049436,0.374525,0.244528,0.048236,0.418690,0.260701,0.050798,0.309988,0.265142,0.051829,0.324751,0.248055,0.053752,0.257695
15890,132.416667,0.261269,0.052073,0.207858,0.267827,0.049359,0.374496,0.244731,0.048180,0.418780,0.260676,0.050754,0.309940,0.265015,0.051778,0.324757,0.248129,0.053668,0.257649
15891,132.425000,0.261311,0.052012,0.207499,0.267768,0.049488,0.374548,0.244875,0.048175,0.419050,0.260696,0.050787,0.310023,0.265046,0.051810,0.324754,0.248013,0.053852,0.257631
15892,132.433333,0.261536,0.052088,0.207539,0.268009,0.049355,0.374622,0.245032,0.048127,0.419081,0.260677,0.050842,0.310070,0.265118,0.051760,0.324873,0.247792,0.053993,0.257530
15893,132.441667,0.261603,0.052182,0.207862,0.267867,0.049399,0.374445,0.245303,0.048126,0.418989,0.260569,0.050795,0.310013,0.265003,0.051792,0.324760,0.247890,0.053832,0.257638
15894,132.450000,0.261577,0.052128,0.207865,0.267768,0.049328,0.374414,0.245494,0.048094,0.419060,0.260520,0.050753,0.309954,0.264838,0.051609,0.324707,0.247969,0.053737,0.257591
15895,132.458333,0.261624,0.052071,0.207528,0.267635,0.049351,0.374415,0.245771,0.048105,0.419186,0.260552,0.050768,0.310112,0.264867,0.051758,0.324859,0.247843,0.053925,0.257592
15896,132.466667,0.261876,0.052163,0.207567,0.267703,0.049238,0.374447,0.246108,0.048064,0.419331,0.260557,0.050821,0.310107,0.264943,0.051724,0.324917,0.247592,0.054078,0.257493
15897,132.475000,0.261958,0.052238,0.207869,0.267621,0.049290,0.374277,0.246542,0.048075,0.419337,0.260472,0.050767,0.310027,0.264802,0.051618,0.324738,0.247706,0.053924,0.257580
15898,132.483333,0.261966,0.052199,0.207892,0.267562,0.049246,0.374232,0.246981,0.048062,0.419493,0.260388,0.050749,0.309977,0.264644,0.051576,0.324736,0.247809,0.053811,0.257535
15899,132.491667,0.262062,0.052164,0.207526,0.267460,0.049261,0.374248,0.247466,0.048022,0.419720,0.260384,0.050777,0.310150,0.264623,0.051594,0.324853,0.247627,0.054028,0.257526
15900,132.500000,0.262302,0.052242,0.207566,0.267519,0.049159,0.374297,0.247993,0.047955,0.419976,0.260346,0.050836,0.310173,0.264635,0.051562,0.324921,0.247366,0.054184,0.257435
15901,132.508333,0.262459,0.052347,0.207878,0.267489,0.049212,0.374131,0.248585,0.047947,0.420021,0.260205,0.050791,0.310091,0.264493,0.051742,0.324880,0.247452,0.054040,0.257504
15902,132.516667,0.262497,0.052316,0.207914,0.267478,0.049185,0.374090,0.249070,0.047864,0.420182,0.260071,0.050788,0.310039,0.264296,0.051732,0.324892,0.247551,0.053941,0.257449
15903,132.525000,0.262595,0.052269,0.207560,0.267362,0.049210,0.374121,0.249520,0.047784,0.420408,0.260051,0.050808,0.310209,0.264238,0.051757,0.325008,0.247383,0.054136,0.257442
15904,132.533333,0.262825,0.052316,0.207580,0.267390,0.049106,0.374180,0.249919,0.047661,0.420621,0.259985,0.050855,0.310229,0.264227,0.051710,0.325078,0.247099,0.054312,0.257343
15905,132.541667,0.262933,0.052363,0.207873,0.267327,0.049164,0.374004,0.250316,0.047591,0.420568,0.259820,0.050850,0.310153,0.264037,0.051752,0.324965,0.247135,0.054175,0.257406
15906,132.550000,0.262989,0.052346,0.207917,0.267291,0.049131,0.373959,0.250644,0.047547,0.420644,0.259627,0.050844,0.310102,0.263780,0.051577,0.324886,0.247212,0.054082,0.257345
15907,132.558333,0.263164,0.052314,0.207572,0.267170,0.049148,0.374010,0.250979,0.047505,0.420811,0.259570,0.050862,0.310279,0.263706,0.051602,0.324994,0.247047,0.054286,0.257332
15908,132.566667,0.263398,0.052311,0.207603,0.267177,0.049051,0.374061,0.251290,0.047430,0.420969,0.259526,0.050894,0.310283,0.263723,0.051564,0.325059,0.246789,0.054441,0.257208
15909,132.575000,0.263490,0.052413,0.207907,0.267159,0.049170,0.373875,0.251608,0.047397,0.420876,0.259397,0.050878,0.310185,0.263614,0.051745,0.324982,0.246830,0.054321,0.257278
15910,132.583333,0.263585,0.052413,0.207979,0.267121,0.049146,0.373831,0.251963,0.047362,0.420941,0.259255,0.050868,0.310124,0.263396,0.051582,0.324909,0.246923,0.054226,0.257223
15911,132.591667,0.263741,0.052370,0.207643,0.267016,0.049168,0.373895,0.252298,0.047398,0.421081,0.259208,0.050884,0.310312,0.263319,0.051609,0.325032,0.246764,0.054419,0.257214
15912,132.600000,0.263910,0.052381,0.207667,0.267029,0.049044,0.373937,0.252606,0.047381,0.421220,0.259165,0.050932,0.310315,0.263333,0.051563,0.325092,0.246492,0.054584,0.257100
15913,132.608333,0.263987,0.052487,0.207962,0.267033,0.049157,0.373774,0.252896,0.047399,0.421111,0.259041,0.050905,0.310226,0.263206,0.051594,0.324954,0.246543,0.054454,0.257168
15914,132.616667,0.264063,0.052491,0.208039,0.267018,0.049140,0.373736,0.253155,0.047401,0.421129,0.258922,0.050899,0.310165,0.263028,0.051584,0.324942,0.246651,0.054351,0.257124
15915,132.625000,0.264232,0.052447,0.207707,0.266889,0.049131,0.373811,0.253385,0.047415,0.421242,0.258915,0.050915,0.310347,0.263004,0.051601,0.325060,0.246484,0.054546,0.257121
15916,132.633333,0.264407,0.052464,0.207731,0.266910,0.049048,0.373849,0.253612,0.047381,0.421356,0.258903,0.050964,0.310339,0.263047,0.051567,0.325112,0.246220,0.054704,0.257015
15917,132.641667,0.264478,0.052540,0.208024,0.266890,0.049115,0.373680,0.253826,0.047411,0.421232,0.258784,0.050930,0.310252,0.262931,0.051584,0.324970,0.246290,0.054571,0.257076
15918,132.650000,0.264556,0.052543,0.208110,0.266897,0.049098,0.373655,0.254077,0.047448,0.421252,0.258694,0.050931,0.310190,0.262786,0.051573,0.324958,0.246390,0.054473,0.257037
15919,132.658333,0.264739,0.052507,0.207790,0.266817,0.049129,0.373727,0.254316,0.047475,0.421357,0.258687,0.050952,0.310371,0.262786,0.051591,0.325077,0.246227,0.054669,0.257032
15920,132.666667,0.264905,0.052511,0.207805,0.266865,0.049060,0.373758,0.254553,0.047448,0.421465,0.258681,0.051007,0.310356,0.262836,0.051550,0.325114,0.245977,0.054821,0.256921
15921,132.675000,0.265016,0.052594,0.208101,0.266856,0.049125,0.373588,0.254785,0.047464,0.421328,0.258586,0.050971,0.310261,0.262734,0.051580,0.324973,0.246045,0.054683,0.256980
15922,132.683333,0.265116,0.052629,0.208209,0.266854,0.049117,0.373558,0.255050,0.047482,0.421361,0.258483,0.050963,0.310206,0.262590,0.051565,0.324963,0.246141,0.054587,0.256946
15923,132.691667,0.265317,0.052597,0.207912,0.266766,0.049151,0.373626,0.255307,0.047520,0.421477,0.258464,0.050986,0.310398,0.262571,0.051578,0.325092,0.245981,0.054781,0.256937
15924,132.700000,0.265549,0.052604,0.207944,0.266802,0.049073,0.373667,0.255578,0.047499,0.421610,0.258437,0.051033,0.310387,0.262604,0.051535,0.325131,0.245730,0.054933,0.256817
15925,132.708333,0.265747,0.052641,0.208282,0.266811,0.049158,0.373489,0.255854,0.047513,0.421482,0.258312,0.050997,0.310290,0.262489,0.051561,0.324997,0.245782,0.054818,0.256880
15926,132.716667,0.265936,0.052674,0.208444,0.266815,0.049147,0.373471,0.256137,0.047488,0.421524,0.258199,0.051009,0.310251,0.262330,0.051566,0.324995,0.245877,0.054708,0.256848
15927,132.725000,0.266193,0.052671,0.208171,0.266720,0.049178,0.373571,0.256368,0.047483,0.421652,0.258178,0.051034,0.310451,0.262303,0.051582,0.325134,0.245728,0.054899,0.256848
15928,132.733333,0.266445,0.052660,0.208225,0.266750,0.049103,0.373623,0.256551,0.047417,0.421765,0.258154,0.051078,0.310444,0.262322,0.051547,0.325184,0.245502,0.055041,0.256736
15929,132.741667,0.266570,0.052701,0.208529,0.266770,0.049214,0.373441,0.256724,0.047413,0.421626,0.258027,0.051029,0.310344,0.262210,0.051559,0.325046,0.245591,0.054924,0.256790
15930,132.750000,0.266650,0.052715,0.208631,0.266754,0.049200,0.373427,0.256896,0.047413,0.421650,0.257929,0.051048,0.310290,0.262090,0.051710,0.325103,0.245694,0.054818,0.256759
15931,132.758333,0.266853,0.052677,0.208331,0.266655,0.049239,0.373519,0.257055,0.047422,0.421749,0.257933,0.051055,0.310487,0.262071,0.051718,0.325236,0.245528,0.054999,0.256741
15932,132.766667,0.267030,0.052672,0.208384,0.266692,0.049172,0.373543,0.257222,0.047366,0.421827,0.257919,0.051086,0.310459,0.262121,0.051682,0.325260,0.245302,0.055134,0.256635
15933,132.775000,0.267101,0.052695,0.208646,0.266695,0.049237,0.373381,0.257373,0.047381,0.421685,0.257828,0.051042,0.310358,0.262032,0.051686,0.325112,0.245391,0.055017,0.256694
15934,132.783333,0.267126,0.052684,0.208714,0.266682,0.049224,0.373359,0.257576,0.047383,0.421694,0.257750,0.051067,0.310304,0.261888,0.051544,0.325042,0.245488,0.054917,0.256658
15935,132.791667,0.267311,0.052649,0.208420,0.266603,0.049260,0.373446,0.257742,0.047391,0.421796,0.257733,0.051087,0.310495,0.261894,0.051705,0.325235,0.245307,0.055100,0.256635
15936,132.800000,0.267512,0.052638,0.208468,0.266648,0.049202,0.373466,0.257912,0.047335,0.421858,0.257715,0.051128,0.310466,0.261929,0.051694,0.325262,0.245098,0.055232,0.256541
15937,132.808333,0.267565,0.052696,0.208752,0.266663,0.049266,0.373305,0.258041,0.047342,0.421725,0.257621,0.051074,0.310364,0.261810,0.051545,0.325039,0.245174,0.055106,0.256584
15938,132.816667,0.267589,0.052682,0.208812,0.266647,0.049252,0.373281,0.258256,0.047339,0.421733,0.257556,0.051102,0.310306,0.261713,0.051554,0.325022,0.245281,0.055006,0.256542
15939,132.825000,0.267813,0.052655,0.208518,0.266586,0.049289,0.373359,0.258447,0.047349,0.421826,0.257542,0.051129,0.310493,0.261704,0.051571,0.325145,0.245093,0.055192,0.256522
15940,132.833333,0.268017,0.052701,0.208598,0.266638,0.049231,0.373374,0.258646,0.047300,0.421890,0.257515,0.051168,0.310456,0.261731,0.051544,0.325165,0.244875,0.055334,0.256429
15941,132.841667,0.268065,0.052763,0.208877,0.266647,0.049296,0.373215,0.258792,0.047330,0.421747,0.257425,0.051118,0.310353,0.261634,0.051553,0.325015,0.244943,0.055206,0.256467
15942,132.850000,0.268097,0.052752,0.208952,0.266648,0.049286,0.373195,0.258997,0.047343,0.421745,0.257351,0.051142,0.310290,0.261546,0.051579,0.325002,0.245057,0.055095,0.256443
15943,132.858333,0.268310,0.052721,0.208673,0.266608,0.049316,0.373285,0.259150,0.047350,0.421850,0.257349,0.051169,0.310489,0.261542,0.051575,0.325131,0.244881,0.055169,0.256415
15944,132.866667,0.268465,0.052736,0.208735,0.266656,0.049266,0.373293,0.259313,0.047302,0.421891,0.257339,0.051208,0.310453,0.261587,0.051559,0.325139,0.244643,0.055413,0.256320
15945,132.875000,0.268518,0.052809,0.209035,0.266662,0.049327,0.373142,0.259395,0.047341,0.421751,0.257269,0.051146,0.310345,0.261541,0.051700,0.325049,0.244698,0.055288,0.256362
